MUSEUMID,SITENAME,VESSELNAME,OTHERNAMES,PROTECTED,NMREGNR,NHBDBID,OPERATOROWNER,ORIGIN,LAUNCHEDY,PERIODC,VESSELTYPE,PURPOSE,PROPULSION,LENGTHM,BEAMM,DRAFTHEIGHTM,TONNAGEBRT,DISPLACEMENTT,CREW,PHYSICALDESCRIPTION,BIOGRAPHY,LASTFLAG,LASTCAPTAIN,LASTVOYAGE,DATEOFDEPARTURE,PORTOFDEPARTURE,DESTINATION,CARGO,TASK,WRECKED,LATITUDE,LONGITUDE,ALTERNATIVELAT,ALTERNATIVELONG,COORDINATEACCURACY,LOCATIONDESCRIPTION,SHIPWRECKINGCAUSE,SHIPWRECKINGY,DEPTHM,TOPONYM,LOCATIONTYPE,STORYOFSHIPWRECKING,EXTENTOFPRESERVATION,POSITIONONSEABED,DAMAGES,DISCOVERYY,DISCOVERER,STORYOFDISCOVERY,OBJECTSRECOVERED,MUIS,REPORTS,SONARIMAGES,OTHERSOURCES,MARKERICON,ICONMUSEUMID,TEXT
2317,Nimetu 137,,,ei,,,,,,,,,purjelaev,25.30 ?,8.00 ?,4.00 ?,,,,Väike poolik purjelaeva vrakk. Mõõtmed ligikaudsed,04.08.2011 - kontrollimine sonariga,,,,,,,,,jah,59.7899,25.5791,,,,,,,88,,,,,,,,,Kontrollitud Mare poolt 04.08.2011.a.,ei,,,,"A Sektori, sonari kujutis",w_blue,red_circle,"Nim-137 (töönimi), Raj.II -  , tundmatu vrakk mõõtmetega ligikaudu 20 x 8 x 4 m. Lebab sügavuses 88 meetrit, suunaga 80*-260*. Koordinaadid 59*47,3943´N; 25*34,7447´E. Kontrollitud Mare poolt 04.08.2011.a. Leitud väike poolik purjelaeva(?) vrakk pikkusega 25,3 meetrit. (A Sektori, sonari kujutis)"
156,Aura,Aura,,ei,,,,,,20. sajand,,,purjelaev,,,,,,,Väike purjelaev,1927 - laevahukk,,,,,,,,,jah,,,,,,Kunda rand,torm,1927,,Kunda,rannikulähedane,Paisati 1927.aastal tormi poolt Kunda randa. Ilmselt päästeti või lammutati hiljem.,,,,,,Asukoht teadmata. Ilmselt päästeti või lammutati hiljem.,ei,,,,A126,w_blue,wht_circle,"Aura, Raj. I -  , väike purjelaev, paisati 1927.aastal tormi poolt Kunda randa. Asukoht teadmata. Ilmselt päästeti või lammutati hiljem. (A126)"
172,Maija,Maija,,ei,,,,,,20. sajand,,,purjelaev,,,,,,,Väike purjelaev,1927 - laevahukk,,,,,,,,,jah,,,,,,Kunda rand. Praegune asukoht teadmata,torm,1927,,Kunda,rannikulähedane,Paisati tormiga 1927.aastal Kunda randa. Asukoht teadmata.,,,,,,Asukoht teadmata,ei,,,,A126,w_blue,wht_circle,"Maija, Raj. I -   , väike purjelaev, paisati tormiga 1927.aastal Kunda randa. Asukoht teadmata. (A126)"
2479,Malli,Malli,,ei,,,,,,20. sajand,,,purjelaev,,,,,,,Väike purjelaev,1927 - laevahukk,,,,,,,,,jah,,,,,,Käsmu rand. Praegune asukoht teadmata,torm,1927,,Käsmu,rannikulähedane,,,,,,,Asukoht teadmata,ei,,,,A126,w_blue,red_circle,"Malli, Raj. II -  , väike purjelaev, paisati tormiga 1927.aastal Käsmu randa. Asukoht ja saatus teadmata. (A126)"
2482,Maria-Korol,Maria-Korol,,ei,,,,,,,,,purjelaev,,,,35.09,,,Väike purjelaev,,,,,,,,,,jah,,,,,,Aegna saare SE randa,torm,,,Aegna,saarelähedane,Paisati tugeva tormiga Aegna saare SE randa. Laev purunes.,,,,,,,ei,,,,A A414,w_blue,red_circle,"Maria-Korol, Raj. II - , Väike purjelaev mahutavusega 35,09 reg.t. paisati tugeva tormiga Aegna saare SE randa. Laev purunes. (A A414)"
1100,Vilma,Vilma,,ei,,,,,,20. sajand,,,purjelaev,,,,,,,Väike purjelaev,1927 - laevahukk,,,,,,,,,jah,,,,,,Kunda rand,torm,1927,,Kunda,rannikulähedane,Tormi poolt 1927.a. Kunda randa paisatud. Asukoht ja saatus teadmata.,,,,,,Asukoht teadmata,ei,,,,A126,w_blue,wht_circle,"Vilma, Raj. I -   , väike purjelaev, tormi poolt 1927.a. Kunda randa paisatud. Asukoht ja saatus teadmata. (A126)"
2304,Ju-19,,,ei,,,,,,,,,purjelaev,20.00 ?,8.00 ?,,,,,"Väike ümarate vormidega, arvatavalt ajalooline purjelaev. Mõõtmed ligikaudsed.",2006 - avastamine,,,,,,,,,jah,59.7137,25.5393,,,,,,,,,,,,,,2006,Eesti Meremuuseum,Leitud Mare sonariga 2006. aastal,ei,,,,"B Mäss, sonari pildid",w_blue,red_circle,"Ju-19 (töönumber), Raj. II – , väike, ümarate vormidega arvatavalt ajalooline purjelaev mõõtmetega ligikaudu 20 x 8 meetrit. Leitud Mare sonariga 2006. aastal. (B Mäss, sonari pildid)"
730,Jaagupi vrakk,,,ei,,,,,,,,,,14,,,,,,Väikelaev,,,,,,,,,,jah,58.0526,24.4637,,,,Jaagupi küla all Häädemeeste vallas,,,,Jaagupi,rannikulähedane,,,Vahetevahel liivasääre all,,,,Näha aerofotol,ei,,,,B Ossiptsuk 2014,w_blue,grn_circle,"Jaagupi vrakk, Raj. VII -  , Pärnu maakonnas, Häädemeeste vallas, Jaagupi küla all madalvees asuv 14 meetri pikkuse väikelaeva vrakk koordinaatides 58*3,153´N; 24*27,822´E. Nähtav aerofotol.Vahetevahel liivasääre all. (B Ossiptsuk 2014)"
6240,Vesiloo vrakk,,,ei,,,,,1944 ?,20. sajand,,,,,,,,,,Väikese laeva (purjejahi?) jäänused,"1944 - arvatav ehitusaeg
juuni 1965 - fotografeerimine",,,,,,,,,jah,,,,,,Vesiloo saare rannas,,,,Vesiloo,saarelähedane,,,,,1965,Fred Jüssi,Pildistatud F.Jüssi poolt 1965.a. juunis.,ei,,,,"B Peil, foto",w_blue,ltblu_circle,"Vesiloo vrakk, Raj. VI -   , Saaremaal, Vesiloo saare rannas lebavad väikese laeva (purjejahi?) jäänused, arvatavalt 1944. aastast. Pildistatud F.Jüssi poolt 1965.a. juunis. (B Peil, foto)"
2276,Salmistu vrakk,,,ei,,,,,,,,,,,,,,,,Väikese laeva vrakk,,,,,,,,,,jah,59.4946,25.3818,59.4946,25.5651,,Salmistu küla all rannalähedases madalvees,,,,Salmistu,rannikulähedane,,,,,,,Vajab uurimist.,ei,,,,B Ossiptšuk,w_blue,red_circle,"Salmistu vrakk, Raj. II -  , väikese laeva vrakk Salmistu küla all, rannaäärses madalvees, koordinaatides 59*29,674´N; 25*33,905´E. Vajab uurimist. (B Ossiptšuk)"
552,Uisu vrakk,,,ei,,,,,,,,,,,,,,,,Väikese laeva vrakk,,,,,,,,,,jah,58.6435,23.5012,,,,"Kessulaiu ja mandri vahel, Sepanina all meres",,,,Sepanina,rannikulähedane,,,,,,,"Näha aerofotolt, kontrollimata.",ei,,,,B Mäss,w_blue,orange_circle,"Uisu (töönimi) vrakk, Raj. V -  , väikese laeva vrakk Kessulaiu ja mandri vahel, Sepanina all meres. Näha aerofotol. Koordinaadid 58*38,611´N; 23*30,074´E. Kontrollimata. (B Mäss)"
557,Virtsu paat,,,ei,,,,,,,,,,9,2,,,,,Väikese laeva vrakk,,,,,,,,,,jah,58.5809,23.5171,,,,Virtsu endise kalakombinaadi ja laiu vahelisel alal meres,,,,Virtsu,rannikulähedane,,,,,,,Näha aerofotol. Kontrollimata.,ei,,,,B Mäss,w_blue,orange_circle,"Virtsu paat, Raj. V -  , väikese laeva vrakk Virtsu endise kalakombinaadi ja laiu vahelisel alal meres. Mõõtmed 9 x 2 meetrit. Näha aerofotol. Koordinaadid 58*34,853´N; 23*31,024´E Kontrollimata. (B Mäss)"
759,Pärnu lahe vrakk,,,ei,,,,,,,,,,12,2,1.2,,,,"Väikese laeva vrakk mõõtudega L=12-13 m; B=2-2,5 m; kõrgus merepõhjast 1,2 m. Hilisema info kohaselt suurem kalapaat (kakuam?)",,,,,,,,,,jah,,,,,,"Pärnu lahel, liinidest vasakul",,,,Pärnu laht,laht,,,,,,,Dokumenteerimata,ei,,,,"B Lutt, Ude, sonari pilt",w_blue,grn_circle,"Pärnu lahe vrakk, Raj. VII -  , Pärnu lahel, liinidest vaskul väikese laeva vrakk mõõtudega L=12-13 m; B=2-2,5 m; kõrgus merepõhjast 1,2 m. Sügavus 6,5 m.  Hilisema info kohaselt on tegemist suurema kalapaadiga (kakuam?). Dokumenteerimata. (B Lutt, Ude, sonari pilt)"
2135,Aegna 1,,,ei,,,,,,,,,,,,,,,,Väikese laeva vrakk. Vrakiosa pikkus 20 ja laius 6 meetrit.,,,,,,,,,,jah,59.5797,24.7769,,,,Aegna saare SE kalda all meres,,,,Aegna,saarelähedane,,,Tugevasti liiva mattunud,,,,Näha aerofotol,ei,,,,B Ossiptšuk,w_blue,red_circle,"Aegna 1, Raj. II - , väikese laeva vrakk Aegna saare SE kalda all meres, tugevasti liiva mattununa. Näha aerofotol. Pikkus 20 ja laius 6 meetrit. Koordinaadid 59*34,780´N; 24*46,614´E. (B Ossiptšuk)"
333,Papp 1,,,ei,,,,,,,,,,,,,,,,Väikese laeva või paadi vrakk,,,,,,,,,,jah,59.2905,23.8099,,,,,,,,Alliklepa,rannikulähedane,,,,,,Allveekalamehed,Vajab kontrollimist,ei,,,,A Papp 2012,w_blue,purple_circle,"Papp 1 (töönimi) Raj. III -  , väikese laeva / paadi (?) vrakk kaldaäärses madalvees koordinaatides 59*17,427´N; 23*48,593´E. Leitud allveekalameeste poolt. Vajab kontrollimist. (A Papp 2012)"
538,Dessantpaat,,,ei,,,,Saksamaa ?,,20. sajand,,,,8,3,,,,,"Väikese metallist veesõiduki vrakk, kõrgus 1 meeter. Aluse tagaosas ülestõstetava päramootori jäänused. Ilmselt on tegemist II maailmasõja aegse Saksa dessantpaadiga.",,,,,,,,,,jah,58.6392,23.3697,58.6392,23.3689,,"Muhu saare NE rannikul, Püssina panga all",,,6.7,Püssina pank,rannikulähedane,,,,,,,,ei,,,,B Ossiptšuk,w_blue,orange_circle,"Dessantpaat, Raj. V -  , Muhu saare NE rannikul, Püssina panga all 6,7 meetri sügavusel asuv väikese metallist veesõiduki vrakk, L=8 m ja B=3 meetrit, kõrgus 1 meeter. Koordinaadid 58*38,3515´N; 23*22,1338´E. Aluse tagaosas ülestõstetava päramootori jäänused. Ilmselt on tegemist II maailmasõja aegse Saksa dessantpaadiga. (B Ossiptšuk)"
2275,Ju-15,,,ei,,,,,,,,,,,,,,,,"Väiksem kõrge varjuga vrakk, võimalik, et puidust.",2006 - avastamine,,,,,,,,,jah,59.7808,25.3817,,,,,,,,,,,,,,2006,Eesti Meremuuseum,"Leitud Mare sonariga 2006. aastal, identifitseerimata",ei,,,,"B Mäss, sonari pildid",w_blue,red_circle,"Ju-15 (töönumber), Raj. II – , väiksem vrakk kõrge varjuga. Võimalik puitvrakk. Leitud Mare sonariga 2006. aastal. Identifitseerimata. (B Mäss, sonari pildid)"
290,Puna,,,ei,,,,,,,,,purjelaev,,,,,,,"Väiksem osa suurest purjelaevast, võimalik, et osa Punakivikari vrakist",,,,,,,,,,jah,59.5779,24.7303,,,,,,,,,,,,,,,,,ei,,,,,w_blue,red_circle,"Puna, Raj. II – , väiksem osa suurest purjelaevast, võib kuuluda eelmise juurde."
2281,Ju-16,,,ei,,,,,,,,,,,,,,,,"Väiksem vrakk, võimalik purjelaev või torpeedokaater. Kõrge vari.",2006 - avastamine,,,,,,,,,jah,59.7718,25.4258,59.772,25.4261,,,,,,,,,,,,2006,Eesti Meremuuseum,Leitud Mare sonariga 2006. aastal.,ei,,,,"B Mäss, Lutt, sonari pildid",w_blue,red_circle,"Ju-16 (töönumber), Raj. II – , väiksem identifitseerimata vrakk, võimalik purjelaev või torp. kaater. Kõrge vari. Leitud Mare sonariga 2006. aastal. Vraki koordinaadid 59*46,3208´N; 25*25,5654´E Vraki suund 129*-309* (B Mäss, Lutt, sonari pildid)"
2257,J-10,,,ei,,,,,,,,,,,,,,,,Väiksema (sõja)laeva vrakk,2007 - avastamine,,,,,,,,,jah,59.7706,25.2783,,,,Soome miinitõkkel F27,,,,,,,,,,2007,Eesti Meremuuseum,Avastatud Mare sonariga 2007. aastal. Identifitseerimata.,ei,,,,"B Mäss, sonari pildid",w_blue,red_circle,"J-10 (töönumber), Raj. II –  , identifitseerimata, väiksema (sõja)laeva vrakk Soome miinitõkkel F27. Leitud Mare sonariga 2007. aastal. (B Mäss, sonari pildid)"
6239,Vahase 1,,,ei,,,,,,,,,,12,4,1.5,,,,Väiksema laeva vrakk,,,,,,,,,,jah,,,,,,"Suures-Katlas, Vahase saarest ligikaudu 1,2 miili WNW poole",,,,Suur katel,laht,,,,,,,Leitud meremõõdistustööde käigus. Uurimata. Arvatav Arion.,ei,,,,"B Lutt, A348",w_blue,ltblu_circle,"Vahase 1, Raj. VI -  , Suures-Katlas, Vahase saarest ligikaudu 1,2 miili WNW poole meremõõdistustööde käigus leitud väiksema laeva vrakk, mõõtudega 12x4x1,5 meetrit. Uurimata. Arvatav Arion (B Lutt, A348)"
676,Sõrve 2,,,ei,,,,,,,,,,17.00 ?,5.00 ?,,,,,"Väiksema laeva vrakk, mõõtmed ligikaudsed",,,,,,,,,,jah,57.9023,22.051,,,,Sõrve sääre tipu lähistel meres,,,,Sõrve,poolsaar,,,,,,,Nähtud aerofotolt. Uurimata.,ei,,,,B Mäss,w_blue,ltblu_circle,"Sõrve 2, Raj. VI -  , Sõrve sääre tipu lähistel meres lebav väiksema laeva vrakk koordinaatides 57*54,1351´N; 22*03,0603´E Mõõtmed ligilähedaselt 17 x 5 meetrit. Nähtud aerofotolt. Uurimata. (B Mäss)"
673,Sõrve 1,,,ei,,,,,,,,,,21.00 ?,7.00 ?,,,,,"Väiksema laeva vrakk, mõõtmed ligikaudsed, lõigatud ahter",,,,,,,,,,jah,57.9021,22.0494,,,,Sõrve sääre tipu lähistel meres,,,,Sõrve,poolsaar,,,,,,,Näha aerofotolt. Uurimata,ei,,,,B Mäss,w_blue,ltblu_circle,"Sõrve 1, Raj. VI -  , Sõrve sääre tipu lähistel meres lebav väiksema laeva vrakk koordinaatides 57*54,1270´N; 22*02,9653´E Mõõtmed ligilähedaselt 21 x 7 meetrit. Lõigatud ahter. Nähtud aerofotolt. Uurimata. (B Mäss)"
2153,V.vrakk,,,ei,,,,,,,,,,15,5,,,,,Väiksemat sorti ümarate vormidega laeva vrakk,,,,,,,,,,jah,59.4459,24.7875,,,,Tallinna Vanasadama sissesõidutee lähedal,,,,Tallinna vanasadam,sadam,,,,,,,Nähtav aerofotol,ei,,,,B Ossiptšuk,w_blue,red_circle,"V.vrakk, Raj. II – , väiksemat sorti ümarate vormidega laeva vrakk Tallinna Vanasadama sissesõidutee lähedal. Pikkus 15 ja laius 5 meetrit. Nähtav aerofotol. Koordinaadid 59*26,752´N; 24*47,250´E. Uuritud põgusalt. (B Ossiptšuk)"
6120,Roomassaare vrakk,,,ei,,,,,,,,,,19.50 ?,6.50 ?,2.00 ?,,,,"Vöör vaatab N suunas, parem parras puudub, roolimja näis olevat laeva keskel, ahtripool suurem trümm, vööris väiksem trümm, seisab kiilul. Mõõtmed ligikaudsed.",,,,,,,,,,jah,58.206,22.4925,,,,"Roomassaare sadamst ligikaudu 0,63 miili SSW",,,,Roomassaare,sadamalähedane,,,"Vöör vaatab N suunas, seisab kiilul",Parem parras puudub.,,,Identifitseerimata,ei,,,,A311 lk.161 B Lutt,w_blue,ltblu_circle,"Roomassaare vrakk, Raj. VI -   , Roomassaare sadamast ligikaudu 0,63 miili SSW asuv vrakk vähima sügavusega 3,4 meetrit. Mõõtmed ligikaudu 19,5 x 6,5 x 2 meetrit. Vöör vaatab N suunas, parem parras puudub, roolimja näis olevat laeva keskel, ahtripool suurem trümm, vööris väiksem trümm, seisab kiilul. Identifitseerimata. (A311 lk.161 B Lutt)"
358,2 torp.kaatrit,,,ei,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3398,24.0038,,,,,,,,,,,,,,,,,,,,,,open_diamond,purple_circle,
6188,Abruka vrakk,,,ei,,,,,,,,,,,,,,,,,,,,,,,,,,jah,,,,,,"Roomassaare sadamast ligikaudu 1,7 miili SW pool",,,,Roomassaare,sadamalähedane,,,,,,,Avastati VTA meremõõdistustööde käigus,ei,,,,B Lutt,w_blue,ltblu_circle,"Abruka vrakk, Raj. VI -  , Roomassaare sadamast ligikaudu 1,7 miili SW pool asuv vrakk, avastati VTA meremõõdistustööde käigus. Uurimata. (B Lutt)"
93,Ada Gorthon,Ada Gorthon ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.15,18,,,ligikaudne,,,,,,,,,,,,,,,,,,,open_diamond,ylw_circle,
2134,Aegna N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5852,24.7768,,,,,,,,Aegna,saarelähedane,,,,,,,,,,,,,open_diamond,red_circle,
2105,Aegvrak 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5968,24.7426,,,,,,,,Aegna,saarelähedane,,,,,,,,,,,,,open_diamond,red_circle,
2229,Aksvrakk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5935,25.135,,,,,,,,Aksi,saarelähedane,,,,,,,,,,,,,open_diamond,red_circle,
2231,Aksvrakk 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.578,25.1438,,,,,,,,Aksi,saarelähedane,,,,,,,,,,,,,open_diamond,red_circle,
6,Aleksandra av Mont Rose,Aleksandra av Mont Rose,,ei,,,,,,17. sajand,,,purjelaev,,,,,,,,17. sajand - laevahukk,,,,,,,,,jah,,,,,,Arvatavasti Ruhnu saare juures,,,,Ruhnu,saarelähedane,Hukkus 17. sajandil (?) Ruhnu saare juures,,,,,,Laeva ahtrikaunistus (puulõige) on kinnitatud Ruhnu vana kiriku peaukse kohale.,jah,,,,"A30 lk.25, A32 lk.786",w_blue,ylw_circle,"Aleksandra av Mont Rose, Raj. ? , purjelaev, hukkus 17. saj.(?)Ruhnu saare juures. Laeva ahtrikaunistus (puulõige) on kinnitatud Ruhnu vana kiriku peaukse kohale. (A30 lk.25, A32 lk.786)"
737,Aleksandra Pavlovna,Aleksandra Pavlovna,Alexandra Pavlovna,ei,,,,,,18. sajand,,,purjelaev,,,,,,,,1784 - laevahukk,,,,,,,,,jah,,,,,,Kihnu saare SW küljel olev Muasi rava,karilesõit,1784,,Kihnu,kari,Sõitis 1784 kinni Kihnu saare SW küljel oleva Muasi rava karile. Purunes tormis.,,,Purunes tormis,,,Jäänused leidmata.,ei,,,,"A28 lk.727|729, Interreg reg.ID ?",w_blue,grn_circle,"Aleksandra Pavlovna (Alexandra Pavlovna), Raj. VII -  , purjelaev, sõitis 1784 kinni Kihnu saare SW küljel oleva Muasi rava karile. Purunes tormis. Jäänused leidmata. (A28 lk.727,729 Interreg reg.ID ?)"
2412,Alexander,Alexander,,ei,,,,,,20. sajand,,,purjelaev,,,,,,,,1927 - laevahukk,,,,,,,,,jah,,,,,,Käsmu rand,torm,1927,,Käsmu,rannikulähedane,Paisati 1927.aastal tormiga Käsmu randa.,,,,,,Asukoht teadmata,ei,,,,A126,w_blue,red_circle,"Alexander, Raj. II -  , väike purjelaev, paisati 1927.aastal tormiga Käsmu randa. Asukoht ja laeva saatus teadmata. (A126)"
57,AM 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_diamond,,
632,AM 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.325,21.6533,,,,,,,,,,,,,,,,,,,,,,open_diamond,ltblu_circle,
251,Andr 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4844,24.6807,,,,,,,,,,,,,,,,,,,,,,open_diamond,red_circle,
741,Andreas,Andreas,,ei,,,,,,20. sajand,,,purjelaev,,,,55.8,,,,01.10.1913 - laevahukk,,,,,,,,,jah,,,,,,W pool Kihnu saart,torm,1913,,Kihnu,saarelähedane,Hukkus (purunes) W pool Kihnu saart 01.oktoobril 1913.aastal,,,,,,Leidmata,ei,,,,"A3, 1913.a. lk.3; A A3",w_blue,grn_circle,"Andreas, Raj. VII - , purjelaev 55,8 BRT hukkus tormis Kihnu saare W küljel 01.10.1913.a. Jäänused leidmata. (A3, 1913.a. lk.3); Andreas, Raj. VII -  , purjekas 55,8 BRT, hukkus (purunes) W pool Kihnu saart 01.oktoobril 1913.aastal. Leidmata. (A A3)"
562,Andrei,,,ei,,,,,,,,,,34.00 ?,,,,,,,04.02.2015 - avastamine,,,,,,,,,jah,58.7398,23.6417,,,,Matsalu lahe lõunarannikule välja heidetud arvatava koge tüüpi laeva detailide leiukohast ca 700 m WSW pool,,,1,Matsalu laht,laht,,,,,2015,Andrei Ossiptšuk,Andrei Ossiptšuki poolt 04.02.2015. aastal Matsalu lahe põhjas aerofotolt avastatud ca 34 m pikkune vrakitaoline objekt. Arvestades leiu erakordsust vajab objekt varakevadel täiendavat uurimist koha peal. Algselt informeeris kaldaleheidetud vrakidetailidest Matsalu külavanem Tõnu Ots.,ei,,,,"B Ossiptšuk 2015, Aerofoto kujutis salvestatud Muinsus 2014 kausta märksõna Andrei all.",w_blue,orange_circle,"Andrei (töönimi), Raj. V - , Andrei Ossiptšuki poolt 04.02.2015. aastal Matsalu lahe põhjas aerofotolt avastatud ca 34 m pikkune vrakitaoline objekt, mis asub aastate eest Matsalu lahe lõunarannikule välja heidetud arvatava koge tüüpi laeva detailide leiukohast ca 700 m WSW pool, ca 1 m sügavusel. Veealuse vraki koordinaadid 58*44,387´N; 23*38,499´E. Aerofoto kujutis salvestatud Muinsus 2014 kausta märksõna Andrei all. Arvestades leiu erakordsust vajab objekt varakevadel täiendavat uurimist koha peal. Algselt informeeris kaldaleheidetud vrakidetailidest Matsalu külavanem Tõnu Ots. (B Ossiptšuk 2015)"
2416,Anetta,Anetta,,ei,,,,,,,,,purjelaev,,,,,,,,,,,,,,,,,jah,,,,,,"Lobineemest ida pool, koolimaja all",,,,Lobineeme,rannikulähedane,"Hukkus põhjarannikul, Lobineemest ida pool, koolimaja all.",,,,,,"Päästerõngas Käsmu meremuuseumis. Koolimaja lahes nähtud jäänused seostatavad nn. Natturi vrakiga, identifitseerimata. Koolimaja lahes nähtud jäänused seostatavad nn. Natturi vrakiga, identifitseerimata.",jah,,,,"B Vaik, Mäss",w_blue,red_circle,"Anetta, Raj. II -  , purjelaev, hukkus põhjarannikul, Lobineemest ida pool, koolimaja all. Päästerõngas Käsmu meremuuseumis. Koolimaja lahes nähtud jäänused seostatavad nn. Natturi vrakiga, identifitseerimata. (B Vaik, Mäss)"
2197,Anna,Anna,,ei,,341,,,,20. sajand,,,purjelaev,,,,215.58,,,,"22.09.1908 - laevahukk
19.07.2011 - avastamine",,,Viiburi-Tallinn,,Viiburi,Tallinn,,,jah,59.6795,24.9867,,,,Pranglist N-pool.,,1908,98,Prangli saar,saarelähedane,Hukkus teekonnal Viiburist Tallinna 22.09.1908.a. Pranglist N pool,,,,2011,Eesti Meremuuseum,Leitud Meremuuseumi poolt 19.07.2011.a.,ei,,,,"A3, 1908.a. lk.4",w_blue,red_circle,"Anna, Raj. II -   , purjelaev 215,85 BRT hukkus teekonnal Viiburist Tallinna 22.09.1908.a. Pranglist N pool. Leitud Meremuuseumi poolt 19.07.2011.a. (T-23) 98 m sügavuselt. (A3, 1908.a. lk.4)
MKA registris on Anna ID 1249 ning 341 on nime all ""teadmata"""
6193,Arensburg,Arensburg,,ei,,,,,,20. sajand,,,purjelaev,,,,,,,,03.11.1910 - laevahukk,,,,,,,,,jah,,,,,,Saaremaa S rannikul Vätta posti all,torm,1910,,Saaremaa,rannikulähedane,Hukkus tormis Saaremaa S rannikul Vätta posti all ankrukettide katkemise tõttu 03.11.1910,,,,,,Jäänused leidmata,ei,,,,A3 1910.a. lk.5,w_blue,ltblu_circle,"Arensburg, Raj. VI -  , purjelaev, hukkus tormis Saaremaa S rannikul Vätta posti all ankrukettide katkemise tõttu 03.11.1910.a. Jäänused leidmata. (A3 1910.a. lk.5)"
42,Argo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.35,20.2333,,,,,,,,,,,,,,,,,,,,,,open_diamond,ylw_circle,
651,Atla 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3278,21.8394,,,,,,,,Atla,rannikulähedane,,,,,,,,,,,,,open_diamond,ltblu_circle,
657,Atla 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3183,21.8889,,,,,,,,Atla,rannikulähedane,,,,,,,,,,,,,open_diamond,ltblu_circle,
2422,Augusta,Augusta,,ei,,,,,,20. sajand,,,purjelaev,,,,24,,,,26.09.1911 - laevahukk,,,,,,,,,jah,,,,,,Kakumäe küla all,,1911,,Kakumäe,rannikulähedane,Hukkus Kakumäe küla all 26.09.1911.a. Vrakk leidmata. Ilmselt päästeti või lammutati hiljem (?).,,,,,,Leidmata. Ilmselt päästeti või lammutati hiljem.,ei,,,,A3 1911.a. lk.5,w_blue,red_circle,"Augusta, Raj. II -  , purjelaev 24 BRT hukkus Kakumäe küla all 26.09.1911.a. Vrakk leidmata. Ilmselt päästeti või lammutati hiljem (?).(A3 1911.a. lk.5)"
816,Baltenland,Baltenland,"Hansa, Olga, Ahti, Embach",ei,,,,,,20. sajand,,,,,,,144,,,,26.08.1944 - laevahukk,,,,,,,,,lammutatud,,,,,,"Tartu, Emajõgi",,1944,,Tartu,jõgi,"Hukkus Tartus, Emajõel 26.08.1944. Pärast sõda tõsteti üles ja lammutati.",,,,,,Üles tõstetud ja lammutatud,ei,,,,"A92 lk.344, A214 lk.77",mechanic,blu_circle,"Baltenland (ex Hansa, Olga, Ahti, Embach), Raj.VIII -  , 144 BRT, hukkus Tartus, Emajõel 26.08.1944.a. Pärast sõda tõsteti üles ja lammutati.  (A92 lk.344, A214 lk.77)"
119,Barab.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6258,26.8217,,,,,,,,,,,,,,,,,,,,,,open_diamond,wht_circle,
4164,Bernhard,Bernhard,,ei,,,,Läti,1872,19. sajand,,,purjelaev,28,7.3,,186,,,,"1872 - ehitamine, Dundee, Šotimaa
1894 - laevahukk",Läti,,,,,,,,jah,,,,,,Kõpu juures,randumine,1894,,Kõpu,rannikulähedane,1894 jooksis kinni ja hukkus Kõpu juures,,,,,,Leidmata,ei,,,,A259 lk.14,w_blue,pink_circle,"Bernhard, Raj.IV -  , Läti purjelaev, ehit.1872 Dundees, ligikaudu 186 BRT, L=28 m  B=7,3 m. 1894.a. jooksis kinni ja hukkus Kõpu juures. Leidmata. (A259 lk.14)"
95,Bremen,Bremen ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5167,20.4,,,,,,,,,,,,,,,,,,,,,,open_diamond,ylw_circle,
6200,Capella,Capella,,ei,,,,Eesti,1901,20. sajand,,,purjelaev,23.81,7.27,,97,,,,"1901 - ehitamine, Saaremaa
21.08.1926 - laevahukk",,,Taani-Riia,,,Riia,12000 puuda tulekivi,,jah,,,,,,Ruhnu saarest ligikaudu 2 miili NW pool asuval madalal,madalalesõit,1926,,Ruhnu,saarelähedane,Hukkus 12000 puudase tulekivilaadungiga teekonnal Taanist Riiga Ruhnu saarest ligikaudu 2 miili NW pool asuval madalal 21.08.1926,,,,,,Leidmata,ei,,,,A197,w_blue,ltblu_circle,"Capella, Raj. VI -  , Eesti purjelaev, ehit. 1901.a. Saaremaal, 97 BRT, L=23,81 m  B=7,27 m, hukkus 12000 puudase tulekivilaadungiga teekonnal Taanist Riiga Ruhnu saarest ligikaudu 2 miili NW pool asuval madalal  21.08.1926.a. Vrakk leidmata. (A197)"
